epoch,loss/pose_dir_loss,loss/pose_rot_loss,loss/pose_scale_loss,loss/pose_trans_loss,loss/total_loss,step,train_stage
0,13.289745330810547,1.0522971153259277,23.0910587310791,8.074930191040039,45.508033752441406,9,
0,13.451346397399902,1.0662635564804077,12.224136352539062,8.953956604003906,35.695701599121094,19,
0,,,,,,27,0.0
1,10.501651763916016,1.1217037439346313,21.543895721435547,15.821737289428711,48.988990783691406,29,
1,14.23144245147705,0.9617258906364441,0.7932212948799133,2.4924349784851074,18.478824615478516,39,
1,15.790670394897461,1.3096749782562256,22.99795150756836,40.71141052246094,80.80970764160156,49,
1,13.675056457519531,1.6222472190856934,17.03485870361328,23.38104248046875,55.71320343017578,59,
2,12.349630355834961,1.2265127897262573,35.1997184753418,31.80191421508789,80.57777404785156,69,
2,11.62454605102539,1.4640929698944092,64.62234497070312,72.87940979003906,150.59039306640625,79,
2,5.618151664733887,1.693211317062378,19.262569427490234,2.554675817489624,29.12860870361328,89,
3,12.959972381591797,1.2565735578536987,0.3709948658943176,1.9925752878189087,16.580116271972656,99,
3,10.862800598144531,0.8747050166130066,4.526404857635498,2.805204391479492,19.069114685058594,109,
3,11.439013481140137,1.3300710916519165,27.67401885986328,44.013206481933594,84.45631408691406,119,
4,13.376853942871094,0.7685407400131226,29.461994171142578,3.2633471488952637,46.87073516845703,129,
4,11.146787643432617,0.8456665873527527,33688.4609375,73765.8515625,107466.3046875,139,
4,13.83411979675293,1.5301541090011597,11.873927116394043,12.572347640991211,39.810546875,149,
5,11.960678100585938,1.1290452480316162,74.22956848144531,29.487346649169922,116.806640625,159,
5,11.079519271850586,0.6548112630844116,47.12152862548828,44.7467041015625,103.6025619506836,169,
5,10.014266014099121,0.5888685584068298,16.87026596069336,2.6511502265930176,30.124549865722656,179,
6,13.042759895324707,0.6045074462890625,13.88968563079834,6.339024066925049,33.8759765625,189,
6,8.979388236999512,0.7613764405250549,7.948602676391602,10.827571868896484,28.516939163208008,199,
6,8.717984199523926,0.9620555639266968,53.6381721496582,66.8094253540039,130.1276397705078,209,
6,17.78567886352539,0.6594300270080566,7.301297187805176,11.84524154663086,37.59164810180664,219,
7,13.962715148925781,0.5062214136123657,28.737380981445312,26.920074462890625,70.12638854980469,229,
7,11.478323936462402,0.6466608047485352,14.97459602355957,14.385773658752441,41.485355377197266,239,
7,13.471086502075195,0.6021357178688049,7.82426118850708,9.34257698059082,31.240060806274414,249,
8,10.639138221740723,0.30177628993988037,3.9477133750915527,3.5083789825439453,18.39700698852539,259,
8,10.555596351623535,0.35266125202178955,20.392837524414062,74.83118438720703,106.13227844238281,269,
8,13.990177154541016,0.8417190909385681,2.6306710243225098,7.011257648468018,24.47382354736328,279,
8,12.337857246398926,0.2478526085615158,0.9445323944091797,2.387009620666504,15.917251586914062,289,
8,13.832873344421387,1.117180585861206,1.6155719757080078,16.28146743774414,32.84709167480469,299,
9,13.121514320373535,0.43276700377464294,15.870649337768555,61.99979019165039,91.42472076416016,309,
9,14.746953010559082,1.3234238624572754,4.751697540283203,27.818805694580078,48.6408805847168,319,
9,12.81934642791748,0.21696212887763977,5.247798919677734,1.738216519355774,20.022323608398438,329,
10,13.505926132202148,0.5858491063117981,6.149275302886963,9.44753360748291,29.688583374023438,339,
10,10.709465026855469,0.8242279887199402,7.678703784942627,39.65546417236328,58.86785888671875,349,
10,12.95928955078125,0.6197264194488525,8.078398704528809,37.04082489013672,58.698238372802734,359,
10,14.684313774108887,0.6147491931915283,41.38606262207031,105.331787109375,162.01690673828125,369,
11,13.375541687011719,0.6070783138275146,9.769012451171875,12.41331672668457,36.164947509765625,379,
11,10.05565071105957,1.0197443962097168,9.605138778686523,34.72206115722656,55.40259552001953,389,
11,16.398351669311523,0.41931843757629395,34.82406997680664,89.547119140625,141.18885803222656,399,
11,13.737374305725098,0.4651256203651428,25.819616317749023,108.08219909667969,148.10430908203125,409,
12,13.194892883300781,0.29685670137405396,2.450566530227661,1.767734408378601,17.710050582885742,419,
12,12.013182640075684,0.23920178413391113,13.391668319702148,9.564846992492676,35.208900451660156,429,
12,8.968240737915039,1.3546160459518433,0.4923648238182068,5.140329360961914,15.955551147460938,439,
13,10.310794830322266,0.716925859451294,1.4060208797454834,4.359222412109375,16.792964935302734,449,
13,12.034442901611328,0.551336944103241,1.5244632959365845,1.4601575136184692,15.570401191711426,459,
13,10.87106704711914,1.0808589458465576,12.571534156799316,274.9447021484375,299.4681701660156,469,
13,14.613931655883789,0.7985433340072632,2.5802688598632812,83.47754669189453,101.47029113769531,479,
14,11.985115051269531,0.380628764629364,9.815017700195312,109.96217346191406,132.14292907714844,489,
14,11.312271118164062,0.7647312879562378,50.173919677734375,57.546539306640625,119.7974624633789,499,
14,9.819497108459473,0.581701397895813,7.473270893096924,49.968265533447266,67.84273529052734,509,
15,15.676010131835938,0.7212669253349304,2.561551094055176,0.6723462343215942,19.631174087524414,519,
15,11.3151273727417,0.44044822454452515,7.90292501449585,25.9851131439209,45.64361572265625,529,
15,15.207479476928711,0.762234091758728,4.896275997161865,85.50652313232422,106.37251281738281,539,
16,15.980091094970703,0.14275988936424255,0.42797398567199707,2.564286708831787,19.1151123046875,549,
16,9.52512264251709,0.5616512298583984,7.572228908538818,70.18637084960938,87.84537506103516,559,
16,9.80819320678711,0.32526206970214844,1.5307587385177612,1.2131603956222534,12.877374649047852,569,
16,13.011752128601074,0.3005537986755371,14.773452758789062,35.802852630615234,63.88861083984375,579,
17,11.052068710327148,0.4064152240753174,4.2585344314575195,26.56279182434082,42.279808044433594,589,
17,13.560684204101562,0.4603671431541443,19.485424041748047,83.02567291259766,116.53215026855469,599,
17,13.073712348937988,0.8261942863464355,15.745734214782715,36.860801696777344,66.50643920898438,609,
18,14.744519233703613,0.7234176993370056,5.003793239593506,48.80093002319336,69.27265930175781,619,
18,13.401111602783203,0.5095019340515137,2.118300199508667,4.595216274261475,20.624130249023438,629,
18,10.329265594482422,0.31926941871643066,56.36042022705078,749.0390014648438,816.0479736328125,639,
19,16.451309204101562,1.7605218887329102,4.4278717041015625,326.0302429199219,348.6699523925781,649,
