epoch,loss/pose_rot_loss,loss/pose_scale_loss,loss/pose_trans_loss,loss/total_loss,step,train_stage
0,0.9784363508224487,25.820579528808594,10.339395523071289,37.13841247558594,9,
0,0.7987393140792847,14.328827857971191,9.313253402709961,24.440820693969727,19,
0,,,,,27,0.0
1,1.0946664810180664,23.471038818359375,18.58477783203125,43.150482177734375,29,
1,0.9289817810058594,0.25437837839126587,1.6400678157806396,2.82342791557312,39,
1,1.431566596031189,15.24029541015625,18.783039093017578,35.45490264892578,49,
1,1.4069030284881592,12.895207405090332,13.194498062133789,27.49660873413086,59,
2,1.143667459487915,35.66017150878906,19.66987419128418,56.473716735839844,69,
2,1.219009518623352,67.55793762207031,61.39087677001953,130.16781616210938,79,
2,1.5238600969314575,9.159669876098633,2.9138617515563965,13.597391128540039,89,
3,1.002755880355835,1.4928227663040161,1.7028920650482178,4.1984710693359375,99,
3,0.8950178027153015,13.382284164428711,9.848246574401855,24.12554931640625,109,
3,1.4359376430511475,30.571224212646484,34.52389144897461,66.53105163574219,119,
4,1.1809982061386108,34.77788543701172,17.447750091552734,53.40663528442383,129,
4,1.6121336221694946,33688.4609375,67199.1953125,100889.265625,139,
4,1.5253511667251587,8.345698356628418,11.415118217468262,21.28616714477539,149,
5,1.835569143295288,42.9487419128418,60.09566116333008,104.87997436523438,159,
5,0.8840587735176086,33.633995056152344,46.27933120727539,80.7973861694336,169,
5,1.278904676437378,9.527192115783691,6.92917013168335,17.735267639160156,179,
6,0.9472559690475464,5.2015228271484375,2.5518441200256348,8.70062255859375,189,
6,1.30519437789917,10.991601943969727,30.56645965576172,42.863258361816406,199,
6,1.1574602127075195,65.2452163696289,81.23619079589844,147.6388702392578,209,
6,0.5923727750778198,6.359274387359619,9.136744499206543,16.08839225769043,219,
7,0.620961606502533,28.71141242980957,45.50989532470703,74.84226989746094,229,
7,0.26433229446411133,13.471002578735352,26.229949951171875,39.96528625488281,239,
7,0.4042370319366455,7.735596656799316,5.154885768890381,13.294719696044922,249,
8,0.4842100739479065,5.7997870445251465,8.541860580444336,14.825857162475586,259,
8,0.43929195404052734,19.769718170166016,49.00319290161133,69.21220397949219,269,
8,0.9393288493156433,1.3213485479354858,2.859511613845825,5.1201887130737305,279,
8,0.3844558000564575,0.9924464225769043,2.410592794418335,3.7874951362609863,289,
8,1.3390954732894897,0.3233751952648163,10.324821472167969,11.987292289733887,299,
9,1.5980966091156006,16.229562759399414,111.33979797363281,129.16744995117188,309,
9,1.4628422260284424,5.113533973693848,28.154695510864258,34.73107147216797,319,
9,0.375169575214386,6.374242782592773,3.603905439376831,10.353318214416504,329,
10,0.6394453048706055,1.8530023097991943,24.913753509521484,27.406200408935547,339,
10,0.8514773845672607,4.754136562347412,67.66685485839844,73.27246856689453,349,
10,0.7400665879249573,4.34423828125,46.99106979370117,52.075374603271484,359,
10,0.4081951379776001,38.37369918823242,67.44242858886719,106.22431945800781,369,
11,0.3416726291179657,11.940713882446289,13.013810157775879,25.29619598388672,379,
11,0.8408948183059692,10.37158203125,28.527101516723633,39.73957824707031,389,
11,0.5920513272285461,20.74139404296875,29.498455047607422,50.83190155029297,399,
11,0.5764639973640442,31.363269805908203,50.380279541015625,82.32001495361328,409,
12,0.37165194749832153,4.800497055053711,1.4011337757110596,6.5732831954956055,419,
12,0.1943114846944809,31.92173194885254,39.15861892700195,71.274658203125,429,
12,1.320547103881836,0.32109397649765015,9.083504676818848,10.72514533996582,439,
13,0.3872198462486267,1.6710083484649658,17.570039749145508,19.628267288208008,449,
13,0.3452655076980591,1.9905692338943481,0.5773236155509949,2.913158416748047,459,
13,0.3804839551448822,35.40169143676758,238.39044189453125,274.172607421875,469,
13,0.262664794921875,7.3454484939575195,49.85197830200195,57.46009063720703,479,
14,0.2822627127170563,5.760929584503174,11.57730484008789,17.62049674987793,489,
14,0.6157727241516113,29.91131019592285,68.80142211914062,99.32850646972656,499,
14,0.41323694586753845,8.54773998260498,8.224959373474121,17.185935974121094,509,
15,0.32693707942962646,3.261291742324829,0.07458312064409256,3.662811756134033,519,
15,0.3970754146575928,6.1566972732543945,5.53950834274292,12.093280792236328,529,
15,0.6427203416824341,1.3490116596221924,86.8404541015625,88.83218383789062,539,
16,0.16988034546375275,0.8465890884399414,1.4745936393737793,2.491063117980957,549,
16,0.6233981847763062,1.6994189023971558,18.725677490234375,21.048494338989258,559,
16,0.23968388140201569,0.6270268559455872,2.5371718406677246,3.4038825035095215,569,
16,0.26627570390701294,16.608665466308594,43.642494201660156,60.517433166503906,579,
17,0.4032477140426636,22.324291229248047,41.24459457397461,63.97213363647461,589,
17,0.41692352294921875,11.210060119628906,116.63038635253906,128.2573699951172,599,
17,0.8588056564331055,6.20909309387207,177.81434631347656,184.8822479248047,609,
18,0.7187864184379578,3.4794557094573975,56.63275909423828,60.83100128173828,619,
18,0.39168864488601685,0.8158603310585022,0.5742743611335754,1.7818233966827393,629,
18,0.35324549674987793,25.891708374023438,141.93264770507812,168.17759704589844,639,
19,1.2786036729812622,1.8506067991256714,61.32987594604492,64.4590835571289,649,
19,0.4164389371871948,21.334426879882812,267.23516845703125,288.98602294921875,659,
19,0.5757942199707031,3.3893017768859863,14.545980453491211,18.511075973510742,669,
20,0.7438158988952637,11.593832015991211,13.690620422363281,26.028268814086914,679,
20,0.3750225901603699,0.5014008283615112,1.858086347579956,2.7345097064971924,689,
20,0.23290303349494934,5.209681510925293,2.37947416305542,7.82205867767334,699,
20,0.7471503019332886,14.489147186279297,18.856609344482422,34.0929069519043,709,
21,0.4678109586238861,0.040549613535404205,9.267131805419922,9.775492668151855,719,
21,0.266427218914032,9.134711265563965,21.708242416381836,31.1093807220459,729,
21,0.14408253133296967,2.8673768043518066,0.6606885194778442,3.672147750854492,739,
22,0.25865888595581055,23.56196403503418,57.38365173339844,81.20427703857422,749,
22,0.5336107015609741,3.296182632446289,5.688559532165527,9.518352508544922,759,
22,1.0482676029205322,6.56190299987793,7.431533336639404,15.041704177856445,769,
23,1.8092968463897705,49058.59375,1074245.375,1123305.75,779,
23,0.2781165540218353,1.0185844898223877,3.1400516033172607,4.436752796173096,789,
23,0.4586375951766968,9.7051420211792,45.12731170654297,55.29109191894531,799,
23,0.8779058456420898,7.754903793334961,11.737724304199219,20.370532989501953,809,
24,0.7525789737701416,3.301220417022705,102.2929458618164,106.34674835205078,819,
24,0.363859087228775,8.623387336730957,15.855249404907227,24.84249496459961,829,
24,0.552573561668396,1.990368366241455,87.84996032714844,90.39289855957031,839,
25,0.2942776083946228,0.6636080145835876,2.7779541015625,3.73583984375,849,
25,0.40296751260757446,2.1762590408325195,4.053700923919678,6.632927417755127,859,
25,0.36235901713371277,9.946769714355469,12.02856731414795,22.337696075439453,869,
25,0.6637392044067383,6.673595905303955,12.852583885192871,20.189918518066406,879,
26,0.7634815573692322,35.175331115722656,115.09675598144531,151.0355682373047,889,
26,0.4538435637950897,9.503618240356445,17.095924377441406,27.053386688232422,899,
26,1.0867968797683716,20.877656936645508,45.536468505859375,67.50092315673828,909,
27,0.3607604503631592,14.353890419006348,99.59070587158203,114.30535888671875,919,
27,0.3339090943336487,8.348970413208008,54.9628791809082,63.64575958251953,929,
27,0.3032464385032654,33.53266525268555,531.1910400390625,565.0269775390625,939,
28,0.32615023851394653,1.9954818487167358,65.73941802978516,68.06105041503906,949,
28,0.22547677159309387,20.80377960205078,224.9267120361328,245.95596313476562,959,
28,1.009110927581787,0.09226486831903458,9.134446144104004,10.235821723937988,969,
28,0.6655052304267883,0.06817606091499329,9.195905685424805,9.929587364196777,979,
29,0.7010422945022583,0.4163602590560913,51.451236724853516,52.56863784790039,989,
29,0.6446850895881653,1.8056600093841553,43.99760818481445,46.44795227050781,999,
29,0.5159013271331787,0.4580218195915222,20.055030822753906,21.028953552246094,1009,
29,0.23147794604301453,0.006519761867821217,0.20551002025604248,0.44350773096084595,1019,
30,0.323885977268219,4.246827125549316,72.76179504394531,77.33250427246094,1029,
30,0.27902302145957947,13.539846420288086,9.053668975830078,22.872539520263672,1039,
30,0.313225656747818,19.587242126464844,150.80078125,170.7012481689453,1049,
