epoch,loss/pose_rot_loss,loss/pose_scale_loss,loss/pose_trans_loss,loss/total_loss,step,train_stage
0,2.836735963821411,0.510963499546051,1.2821927070617676,4.629892349243164,9,
0,2.8009657859802246,0.22965922951698303,2.117462635040283,5.148087501525879,19,
0,,,,,23,0.0
1,2.6638660430908203,0.7316395044326782,4.888861179351807,8.284366607666016,29,
1,2.7462306022644043,0.7680490612983704,5.344631671905518,8.858911514282227,39,
1,2.805379629135132,0.00461925333365798,31.11109161376953,33.92108917236328,49,
2,2.565659523010254,0.5254490375518799,1.5770421028137207,4.668150901794434,59,
2,2.6978394985198975,0.44631171226501465,0.7343459725379944,3.8784971237182617,69,
2,2.452760696411133,0.35825634002685547,3.6243996620178223,6.4354166984558105,79,
3,2.663891315460205,0.175721675157547,2.123755931854248,4.963368892669678,89,
3,2.358109951019287,0.5395192503929138,7.294580459594727,10.192209243774414,99,
4,2.263754367828369,0.7515340447425842,10.249052047729492,13.2643404006958,109,
4,2.4679646492004395,0.5092129707336426,0.7531372308731079,3.7303147315979004,119,
4,2.329766273498535,0.09096105396747589,5.233194828033447,7.653922080993652,129,
5,2.128197193145752,0.7227227091789246,1.2113596200942993,4.06227970123291,139,
5,2.1954736709594727,0.3650890290737152,1.5982249975204468,4.158787727355957,149,
5,1.8386526107788086,0.6097841858863831,3.18681263923645,5.635249137878418,159,
6,1.944394826889038,0.2322920262813568,2.086894989013672,4.2635817527771,169,
6,1.5690187215805054,0.221705362200737,16.069360733032227,17.860084533691406,179,
6,1.880817174911499,0.25706297159194946,3.1129846572875977,5.2508649826049805,189,
7,1.9312446117401123,0.06608505547046661,6.454301834106445,8.451631546020508,199,
7,1.879507303237915,0.16508159041404724,2.552274227142334,4.59686279296875,209,
8,1.2267502546310425,0.3246951401233673,3.8862216472625732,5.437666893005371,219,
8,1.0737016201019287,0.30664193630218506,2.763062000274658,4.143405437469482,229,
8,1.5029996633529663,44025.375,133683.734375,177710.609375,239,
8,0.9788095355033875,0.1020483672618866,6.659252166748047,7.740109920501709,249,
9,0.9305551052093506,0.07885850965976715,4.961154937744141,5.970568656921387,259,
9,0.8826586008071899,0.028531506657600403,5.714328765869141,6.625518798828125,269,
9,0.8583893775939941,0.10215702652931213,5.508545398712158,6.469091892242432,279,
10,0.6511838436126709,0.15539540350437164,7.611769676208496,8.418349266052246,289,
10,1.1524332761764526,1.1371628046035767,3.259392023086548,5.548988342285156,299,
10,0.5242723822593689,0.8153932094573975,7.93593168258667,9.27559757232666,309,
11,0.5965264439582825,0.11261193454265594,17.776988983154297,18.486127853393555,319,
11,0.4238644242286682,3.06927490234375,21.529943466186523,25.023082733154297,329,
11,0.39080697298049927,0.11710318922996521,1.38300359249115,1.890913724899292,339,
11,0.15563538670539856,0.16298320889472961,0.41707465052604675,0.7356932163238525,349,
12,0.3336654603481293,0.6312686204910278,0.18541933596134186,1.1503534317016602,359,
12,0.3227051794528961,0.44283491373062134,11.72165298461914,12.48719310760498,369,
12,0.6256045699119568,0.13740280270576477,9.191760063171387,9.954767227172852,379,
13,0.17017091810703278,0.5033462643623352,0.35538753867149353,1.028904676437378,389,
13,0.751167893409729,4.911035537719727,39.77577209472656,45.4379768371582,399,
13,0.7151000499725342,2.5775339603424072,10.969667434692383,14.262301445007324,409,
14,0.08903881907463074,3.1738858222961426,8.117417335510254,11.380342483520508,419,
14,0.30778926610946655,3.4482264518737793,5.902634143829346,9.658649444580078,429,
14,0.1534852683544159,0.01388804242014885,1.8844780921936035,2.051851511001587,439,
15,0.3985785245895386,1.8378064632415771,5.673784255981445,7.9101691246032715,449,
15,1.382056713104248,2.2443227767944336,96.14393615722656,99.77031707763672,459,
