epoch,loss/pose_rot_loss,loss/pose_scale_loss,loss/pose_trans_loss,loss/total_loss,step,train_stage
0,2.8339972496032715,0.30041033029556274,1.9483284950256348,5.082736015319824,9,
0,2.668842315673828,1.2015666961669922,1.0971686840057373,4.967577934265137,19,
0,2.2738335132598877,0.036251701414585114,9.038044929504395,11.348130226135254,29,
0,2.565437078475952,0.40533268451690674,1.0417588949203491,4.012528896331787,39,
0,2.519984245300293,0.0324401780962944,6.149275302886963,8.701700210571289,49,
0,2.634467124938965,0.24720995128154755,10.044508934020996,12.926185607910156,59,
0,2.3648183345794678,0.0005534127703867853,1.968441128730774,4.333812713623047,69,
0,2.2852694988250732,0.09960281848907471,4.598925590515137,6.983798027038574,79,
0,2.307739496231079,0.9134727716445923,3.035395383834839,6.256608009338379,89,
0,2.1944773197174072,0.4013514816761017,3.0648584365844727,5.660687446594238,99,
0,,,,,102,0.0
1,2.214482545852661,0.2074493169784546,1.7943286895751953,4.2162604331970215,109,
1,2.0985825061798096,0.03826818987727165,3.317565441131592,5.454416275024414,119,
1,1.9198367595672607,4.819286823272705,21.893211364746094,28.632335662841797,129,
1,2.2922654151916504,0.5190349817276001,5.529150485992432,8.340450286865234,139,
1,2.3532745838165283,0.130217507481575,3.5288949012756348,6.012387275695801,149,
1,1.791407585144043,0.26363465189933777,5.370988845825195,7.426031112670898,159,
1,1.7517993450164795,0.6600722670555115,1.9368849992752075,4.348756790161133,169,
1,1.5182048082351685,0.018775103613734245,2.3068652153015137,3.8438451290130615,179,
1,1.5875414609909058,0.6778789758682251,0.31966355443000793,2.5850839614868164,189,
1,1.5469554662704468,0.17272286117076874,6.504598140716553,8.224276542663574,199,
1,1.6431466341018677,0.12265466898679733,0.9569848775863647,2.7227861881256104,209,
2,1.3554284572601318,0.0017376557225361466,10.305879592895508,11.663045883178711,219,
2,1.1694966554641724,0.011401724070310593,2.9396262168884277,4.1205244064331055,229,
2,1.1684882640838623,0.45959991216659546,3.8426358699798584,5.470724105834961,239,
2,1.175415277481079,0.14002379775047302,0.6348978877067566,1.9503369331359863,249,
2,1.1512603759765625,0.0009690074948593974,1.223345398902893,2.375574827194214,259,
2,1.1424219608306885,4.6275545173557475e-05,6.589092254638672,7.731560707092285,269,
2,1.1030218601226807,0.04334714636206627,1.858952283859253,3.0053212642669678,279,
2,0.828018307685852,0.0722322165966034,12.026535987854004,12.926786422729492,289,
2,1.0628061294555664,0.0003556766896508634,2.7568349838256836,3.8199968338012695,299,
2,0.9081771969795227,0.21869100630283356,6.002615451812744,7.129483699798584,309,
2,0.5368136167526245,0.1533370465040207,1.9057029485702515,2.595853567123413,319,
2,0.40006357431411743,0.6730225682258606,2.9273581504821777,4.000444412231445,329,
2,0.7292351722717285,0.019267871975898743,3.67085862159729,4.419361591339111,339,
3,0.34353575110435486,0.22711145877838135,0.9776764512062073,1.548323631286621,349,
3,0.14447323977947235,0.8881309628486633,0.2020442634820938,1.2346484661102295,359,
3,1.3646436929702759,0.22529900074005127,16.823564529418945,18.41350746154785,369,
3,0.28751856088638306,0.07407663762569427,2.4282119274139404,2.789807081222534,379,
3,0.13672009110450745,0.34771108627319336,1.9160330295562744,2.4004642963409424,389,
3,0.9293922185897827,0.021915527060627937,1.9989734888076782,2.9502811431884766,399,
3,0.2703101634979248,0.09217358380556107,3.8702526092529297,4.232736587524414,409,
3,0.25092166662216187,0.3368445634841919,2.489638090133667,3.077404260635376,419,
3,0.15664489567279816,0.2395102083683014,0.4545052647590637,0.8506603837013245,429,
3,0.3496781885623932,0.9643640518188477,4.076803207397461,5.39084529876709,439,
3,0.29470905661582947,1.1924078464508057,3.092481851577759,4.579598903656006,449,
3,0.36858782172203064,0.8335781693458557,8.587444305419922,9.789609909057617,459,
3,0.15002097189426422,0.0004836835141759366,0.4062594473361969,0.5567641258239746,469,
4,0.1418474167585373,0.054388388991355896,0.6561821103096008,0.8524179458618164,479,
4,0.2369535267353058,1.1472593545913696,1.2767934799194336,2.661006450653076,489,
4,0.2775879204273224,1.4496181011199951,90.72271728515625,92.44992065429688,499,
4,0.1664208471775055,0.36463475227355957,82.11112213134766,82.64218139648438,509,
4,0.2280159294605255,1.8841242790222168,12.187461853027344,14.299602508544922,519,
4,0.17307418584823608,0.1225774735212326,2.0928289890289307,2.3884806632995605,529,
4,0.29765480756759644,0.015137660317122936,3.61483097076416,3.9276235103607178,539,
4,0.4008450508117676,0.30685698986053467,14.685810089111328,15.393511772155762,549,
4,0.3299351930618286,0.2871569097042084,4.319701194763184,4.936793327331543,559,
4,0.2741160988807678,0.940401017665863,1.8381409645080566,3.0526580810546875,569,
4,0.20195069909095764,2.0842013359069824,2.6875627040863037,4.973714828491211,579,
5,0.30428045988082886,0.39413556456565857,3.897510051727295,4.595926284790039,589,
5,0.0900840237736702,1.6917853355407715,0.8537175059318542,2.635586977005005,599,
5,0.8043548464775085,0.6542218923568726,8.6659574508667,10.124534606933594,609,
5,0.10317564010620117,0.3106890320777893,2.502547264099121,2.916411876678467,619,
